country,year,values,cofog99
Netherlands,1999,0.2,R&D Health
Norway,1999,0.3,R&D Health
Portugal,1999,0.1,R&D Health
Slovenia,1999,0,R&D Health
United Kingdom,1999,0.1,R&D Health
Austria,1998,7.1,Health
Belgium,1998,5.9,Health
Bulgaria,1998,2.5,Health
Switzerland,1998,1.5,Health
Cyprus,1998,2.5,Health
Czechia,1998,6.6,Health
Germany (until 1990 former territory of the FRG),1998,6,Health
Denmark,1998,6.6,Health
Euro area (11 countries),1998,6,Health
Euro area (12 countries),1998,6,Health
Estonia,1998,4.5,Health
Greece,1998,5.2,Health
Spain,1998,5.1,Health
European Union - 15 countries (1995-2004),1998,5.8,Health
Finland,1998,5.8,Health
France,1998,7,Health
Hungary,1998,5.3,Health
Ireland,1998,5,Health
Italy,1998,5.5,Health
Lithuania,1998,5.4,Health
Luxembourg,1998,4,Health
Latvia,1998,3.9,Health
Malta,1998,4.4,Health
Netherlands,1998,4.6,Health
Norway,1998,7.7,Health
Poland,1998,3.3,Health
Portugal,1998,6,Health
Romania,1998,2.6,Health
Sweden,1998,6,Health
Slovakia,1998,5.6,Health
United Kingdom,1998,4.8,Health
Austria,1998,0.1,Public health services
Bulgaria,1998,0.3,Public health services
Switzerland,1998,0.1,Public health services
Cyprus,1998,0,Public health services
Czechia,1998,1.2,Public health services
Denmark,1998,0.1,Public health services
Estonia,1998,0,Public health services
Spain,1998,0.1,Public health services
Finland,1998,NA,Public health services
France,1998,0.1,Public health services
Hungary,1998,0.2,Public health services
Ireland,1998,0.2,Public health services
Luxembourg,1998,0,Public health services
Netherlands,1998,0.1,Public health services
Norway,1998,0.2,Public health services
Portugal,1998,0,Public health services
United Kingdom,1998,0,Public health services
Austria,1998,0.3,R&D Health
Bulgaria,1998,NA,R&D Health
Switzerland,1998,0,R&D Health
Cyprus,1998,0,R&D Health
Czechia,1998,0,R&D Health
Denmark,1998,0.3,R&D Health
Estonia,1998,0.1,R&D Health
Spain,1998,0.1,R&D Health
Finland,1998,NA,R&D Health
France,1998,0.1,R&D Health
Hungary,1998,0,R&D Health
Ireland,1998,0,R&D Health
Luxembourg,1998,0,R&D Health
Netherlands,1998,0.2,R&D Health
Norway,1998,0.3,R&D Health
Portugal,1998,0.1,R&D Health
United Kingdom,1998,0.1,R&D Health
Austria,1997,7,Health
Belgium,1997,5.9,Health
Bulgaria,1997,2.1,Health
Switzerland,1997,1.6,Health
Cyprus,1997,2.4,Health
Czechia,1997,6.5,Health
Germany (until 1990 former territory of the FRG),1997,6.1,Health
Denmark,1997,6.5,Health
Euro area (11 countries),1997,6,Health
Euro area (12 countries),1997,6,Health
Estonia,1997,4.4,Health
Greece,1997,4.9,Health
Spain,1997,5.1,Health
European Union - 15 countries (1995-2004),1997,5.8,Health
Finland,1997,6.2,Health
France,1997,7.1,Health
Hungary,1997,5.2,Health
Ireland,1997,5.1,Health
Italy,1997,5.5,Health
Lithuania,1997,4.6,Health
Luxembourg,1997,4.1,Health
Latvia,1997,3.6,Health
Malta,1997,4.4,Health
Netherlands,1997,4.6,Health
Norway,1997,7,Health
Poland,1997,3.1,Health
Portugal,1997,5.7,Health
Romania,1997,1.9,Health
Sweden,1997,6.1,Health
Slovakia,1997,5.8,Health
United Kingdom,1997,4.7,Health
Austria,1997,0.1,Public health services
Bulgaria,1997,0.2,Public health services
Switzerland,1997,0.1,Public health services
Cyprus,1997,0,Public health services
Czechia,1997,1.1,Public health services
Denmark,1997,0.1,Public health services
Estonia,1997,0,Public health services
Spain,1997,0.1,Public health services
Finland,1997,NA,Public health services
France,1997,0.1,Public health services
Hungary,1997,0.3,Public health services
Ireland,1997,0.2,Public health services
Luxembourg,1997,0,Public health services
Netherlands,1997,0.1,Public health services
Norway,1997,0.2,Public health services
Portugal,1997,0,Public health services
United Kingdom,1997,0,Public health services
Austria,1997,0.3,R&D Health
Bulgaria,1997,NA,R&D Health
Switzerland,1997,0,R&D Health
Cyprus,1997,0,R&D Health
Czechia,1997,0,R&D Health
Denmark,1997,0.3,R&D Health
Estonia,1997,0.1,R&D Health
Spain,1997,0.1,R&D Health
Finland,1997,NA,R&D Health
France,1997,0.1,R&D Health
Hungary,1997,0,R&D Health
Ireland,1997,0,R&D Health
Luxembourg,1997,0,R&D Health
Netherlands,1997,0.2,R&D Health
Norway,1997,0.2,R&D Health
Portugal,1997,0.1,R&D Health
United Kingdom,1997,0.1,R&D Health
Austria,1996,6.7,Health
Belgium,1996,6.2,Health
Bulgaria,1996,1.8,Health
Switzerland,1996,1.6,Health
Cyprus,1996,2,Health
Czechia,1996,7.2,Health
Germany (until 1990 former territory of the FRG),1996,6.2,Health
Denmark,1996,6.7,Health
Euro area (11 countries),1996,6.1,Health
Euro area (12 countries),1996,6.1,Health
Estonia,1996,4.9,Health
Greece,1996,4.9,Health
Spain,1996,5.3,Health
European Union - 15 countries (1995-2004),1996,5.9,Health
Finland,1996,6.4,Health
France,1996,7.2,Health
Hungary,1996,5.4,Health
Ireland,1996,5.1,Health
Italy,1996,5.4,Health
Lithuania,1996,4.3,Health
Luxembourg,1996,4.2,Health
Latvia,1996,2.9,Health
Malta,1996,4.1,Health
Netherlands,1996,4.4,Health
Norway,1996,6.9,Health
Poland,1996,2.7,Health
Portugal,1996,5.7,Health
Romania,1996,2.3,Health
Sweden,1996,6.3,Health
Slovakia,1996,6.3,Health
United Kingdom,1996,4.9,Health
Austria,1996,0.1,Public health services
Bulgaria,1996,0.1,Public health services
Switzerland,1996,0.1,Public health services
Cyprus,1996,0,Public health services
Czechia,1996,1.2,Public health services
Denmark,1996,0.1,Public health services
Estonia,1996,0.1,Public health services
Spain,1996,0.1,Public health services
Finland,1996,NA,Public health services
France,1996,0.1,Public health services
Hungary,1996,0.3,Public health services
Ireland,1996,0.2,Public health services
Luxembourg,1996,0,Public health services
Netherlands,1996,0.1,Public health services
Norway,1996,0.2,Public health services
Portugal,1996,0,Public health services
United Kingdom,1996,0,Public health services
Austria,1996,0.3,R&D Health
Bulgaria,1996,NA,R&D Health
Switzerland,1996,0,R&D Health
Cyprus,1996,0,R&D Health
Czechia,1996,0,R&D Health
Denmark,1996,0.3,R&D Health
Estonia,1996,0.1,R&D Health
Spain,1996,0.1,R&D Health
Finland,1996,NA,R&D Health
France,1996,0.1,R&D Health
Hungary,1996,0,R&D Health
Ireland,1996,0,R&D Health
Luxembourg,1996,0,R&D Health
Netherlands,1996,0.2,R&D Health
Norway,1996,0.3,R&D Health
Portugal,1996,0.1,R&D Health
United Kingdom,1996,0.1,R&D Health
Austria,1995,6.7,Health
Belgium,1995,5.9,Health
Bulgaria,1995,1.9,Health
Switzerland,1995,1.6,Health
Cyprus,1995,2,Health
Czechia,1995,6.8,Health
Germany (until 1990 former territory of the FRG),1995,6.1,Health
Denmark,1995,6.8,Health
Euro area (11 countries),1995,6,Health
Euro area (12 countries),1995,6,Health
Estonia,1995,4.9,Health
Greece,1995,5,Health
Spain,1995,5.2,Health
European Union - 15 countries (1995-2004),1995,5.9,Health
Finland,1995,6.2,Health
France,1995,7.1,Health
Hungary,1995,5.7,Health
Ireland,1995,5.5,Health
Italy,1995,5.3,Health
Lithuania,1995,4.1,Health
Luxembourg,1995,4,Health
Latvia,1995,3.1,Health
Malta,1995,3.8,Health
Netherlands,1995,4.7,Health
Norway,1995,7,Health
Poland,1995,2,Health
Portugal,1995,5.4,Health
Romania,1995,2.4,Health
Sweden,1995,6.1,Health
Slovakia,1995,3.9,Health
United Kingdom,1995,5,Health
Austria,1995,0.1,Public health services
Bulgaria,1995,0.1,Public health services
Switzerland,1995,0.1,Public health services
Cyprus,1995,0,Public health services
Czechia,1995,1,Public health services
Denmark,1995,0.1,Public health services
Estonia,1995,0.1,Public health services
Spain,1995,0.1,Public health services
Finland,1995,NA,Public health services
France,1995,0.1,Public health services
Hungary,1995,0.3,Public health services
Ireland,1995,0.2,Public health services
Luxembourg,1995,0,Public health services
Netherlands,1995,0.1,Public health services
Norway,1995,0.2,Public health services
Portugal,1995,0,Public health services
United Kingdom,1995,0,Public health services
Austria,1995,0.3,R&D Health
Bulgaria,1995,NA,R&D Health
Switzerland,1995,0,R&D Health
Cyprus,1995,0,R&D Health
Czechia,1995,0,R&D Health
Denmark,1995,0.3,R&D Health
Estonia,1995,0.1,R&D Health
Spain,1995,0.1,R&D Health
Finland,1995,NA,R&D Health
France,1995,0.1,R&D Health
Hungary,1995,0,R&D Health
Ireland,1995,0,R&D Health
Luxembourg,1995,0,R&D Health
Netherlands,1995,0.2,R&D Health
Norway,1995,0.3,R&D Health
Portugal,1995,0.1,R&D Health
United Kingdom,1995,0.1,R&D Health
Finland,1994,6.2,Health
Finland,1993,6.7,Health
Finland,1992,6.8,Health
Finland,1991,6.7,Health
Finland,1990,5.8,Health
